City/Town,Ward,Pct,Edward J. Markey,Brian J. Herr,Total Votes Cast,,
Palmer,-,3,489,354,904,,
Palmer,-,4,494,423,998,,
Paxton,-,1,847,979,"1,901",,
Peabody,1,1,663,433,"1,152",,
Peabody,1,2,727,529,"1,332",,
Peabody,1,3,713,440,"1,220",,
Peabody,2,1,453,197,674,,
Peabody,2,2,453,192,667,,
Peabody,2,3,571,357,995,,
Peabody,3,1,419,146,599,,
Peabody,3,2,552,260,857,,
Peabody,3,3,600,358,"1,013",,
Peabody,4,1,633,383,"1,067",,
Peabody,4,2,510,385,930,,
Peabody,4,3,409,226,655,,
Peabody,4,3A,747,399,"1,188",,
Peabody,5,1,690,528,"1,278",,
Peabody,5,2,557,361,972,,
Peabody,5,3,588,418,"1,034",,
Peabody,6,1,645,625,"1,327",,
Peabody,6,2,662,553,"1,266",,
Peabody,6,3,687,554,"1,297",,
Pelham,-,1,576,85,676,,
Pembroke,-,1,762,746,"1,564",,
Pembroke,-,2,648,671,"1,366",,
Pembroke,-,3,686,664,"1,408",,
Pembroke,-,4,729,735,"1,526",,
Pembroke,-,5,658,694,"1,400",,
Pepperell,-,1,649,756,"1,461",,
Pepperell,-,2,751,785,"1,589",,
Pepperell,-,3,692,788,"1,533",,
Peru,-,1,182,95,287,,
Petersham,-,1,337,284,647,,
Phillipston,-,1,325,338,689,,
Pittsfield,1,A,437,140,604,,
Pittsfield,1,B,602,205,844,,
Pittsfield,2,A,261,58,326,,
Pittsfield,2,B,628,176,831,,
Pittsfield,3,A,740,208,987,,
Pittsfield,3,B,791,241,"1,086",,
Pittsfield,4,A,750,262,"1,060",,
Pittsfield,4,B,880,379,"1,316",,
Pittsfield,5,A,620,170,830,,
Pittsfield,5,B,635,185,868,,
Pittsfield,6,A,705,188,936,,
Pittsfield,6,B,411,117,557,,
Pittsfield,7,A,338,106,465,,
Pittsfield,7,B,635,187,859,,
Plainfield,-,1,247,65,324,,
Plainville,-,1,512,552,"1,130",,
Plainville,-,2,500,538,"1,112",,
Plainville,-,3,513,599,"1,162",,
Plymouth,-,1,545,419,998,,
Plymouth,-,2,683,560,"1,288",,
Plymouth,-,3,599,431,"1,089",,
Plymouth,-,4,689,544,"1,274",,
Plymouth,-,5,720,836,"1,618",,
Plymouth,-,6,805,651,"1,513",,
Plymouth,-,7,705,630,"1,390",,
Plymouth,-,8,706,821,"1,595",,
Plymouth,-,9,511,533,"1,083",,
Plymouth,-,10,516,456,"1,008",,
Plymouth,-,11,837,816,"1,734",,
Plymouth,-,12,605,730,"1,389",,
Plymouth,-,13,704,674,"1,434",,
Plymouth,-,14,607,747,"1,412",,
Plymouth,-,15,"1,303","1,381","2,770",,
Plympton,-,1,595,648,"1,291",,
Princeton,-,1,820,889,"1,779",,
Provincetown,-,1,"1,484",140,"1,652",,
Quincy,1,1,533,299,878,,
Quincy,1,2,495,178,717,,
Quincy,1,3,577,310,937,,
Quincy,1,4,734,522,"1,339",,
Quincy,1,5,819,489,"1,393",,
Quincy,2,1,574,291,903,,
Quincy,2,2,601,262,910,,
Quincy,2,3,276,102,398,,
Quincy,2,3A,86,48,148,,
Quincy,2,4,434,213,684,,
Quincy,2,5,614,305,980,,
Quincy,3,1,600,329,988,,
Quincy,3,2,603,314,964,,
Quincy,3,3,389,187,602,,
Quincy,3,4,627,442,"1,133",,
Quincy,3,5,391,160,596,,
Quincy,4,1,510,289,830,,
Quincy,4,2,632,384,"1,063",,
Quincy,4,3,561,433,"1,071",,
Quincy,4,4,386,173,592,,
Quincy,4,5,485,236,759,,
Quincy,5,1,469,210,711,,
Quincy,5,2,577,243,865,,
Quincy,5,3,647,322,"1,031",,
Quincy,5,4,506,329,886,,
Quincy,5,5,634,338,"1,028",,
Quincy,6,1,498,258,794,,
Quincy,6,2,391,183,606,,
Quincy,6,3,645,436,"1,137",,
Quincy,6,4,535,217,798,,
Quincy,6,5,840,608,"1,538",,
Randolph,-,1,598,165,813,,
Randolph,-,2,545,122,700,,
Randolph,-,3,519,161,725,,
Randolph,-,4,611,190,852,,
Randolph,-,5,522,185,745,,
Randolph,-,6,492,168,692,,
Randolph,-,7,571,195,803,,
Randolph,-,8,660,153,850,,
Randolph,-,9,563,138,732,,
Randolph,-,10,578,171,799,,
Randolph,-,11,592,215,853,,
Randolph,-,12,573,239,860,,
Raynham,-,1,517,514,"1,080",,
Raynham,-,1A,91,73,182,,
Raynham,-,2,485,555,"1,102",,
Raynham,-,2A,88,129,223,,
Raynham,-,3,540,566,"1,167",,
Raynham,-,4,559,514,"1,136",,
Reading,-,1,851,709,"1,617",,
Reading,-,2,718,514,"1,279",,
Reading,-,3,723,585,"1,368",,
Reading,-,4,724,536,"1,314",,
Reading,-,5,734,448,"1,234",,
Reading,-,6,610,454,"1,096",,
Reading,-,7,807,597,"1,469",,
Reading,-,8,704,637,"1,414",,
Rehoboth,-,1,493,663,"1,199",,
Rehoboth,-,2,586,730,"1,361",,
Rehoboth,-,3,586,675,"1,300",,
Revere,1,1,519,174,739,,
Revere,1,2,421,163,627,,
Revere,1,3,434,143,622,,
Revere,2,1,302,100,419,,
Revere,2,2,274,87,397,,
Revere,2,3,125,25,168,,
Revere,2,3A,62,18,86,,
Revere,3,1,424,165,626,,
Revere,3,2,384,140,565,,
Revere,3,3,414,147,612,,
Revere,4,1,453,201,691,,
Revere,4,2,416,159,625,,
Revere,4,3,486,223,763,,
Revere,5,1,394,239,684,,
Revere,5,1A,323,116,469,,
Revere,5,2,241,107,374,,
Revere,5,2A,197,52,272,,
Revere,5,3,438,190,674,,
Revere,6,1,539,247,845,,
Revere,6,2,547,267,913,,
Revere,6,3,338,132,496,,
Richmond,-,1,493,149,652,,
Rochester,-,1,"1,002","1,162","2,246",,
Rockland,-,1,590,455,"1,090",,
Rockland,-,2,710,492,"1,246",,
Rockland,-,3,407,318,753,,
Rockland,-,4,470,339,836,,
Rockland,-,5,602,478,"1,116",,
Rockland,-,6,540,507,"1,094",,
Rockport,-,1,625,296,961,,
Rockport,-,2,774,399,"1,229",,
Rockport,-,3,907,546,"1,517",,
Rowe,-,1,79,58,153,,
Rowley,-,1,"1,231","1,389","2,702",,
Royalston,-,1,170,135,322,,
Royalston,-,2,124,85,221,,
Russell,-,1,244,283,564,,
Rutland,-,1,439,582,"1,055",,
Rutland,-,2,444,625,"1,105",,
Rutland,-,3,484,564,"1,100",,
Salem,1,1,843,345,"1,260",,
Salem,1,2,366,43,433,,
Salem,2,1,848,245,"1,131",,
Salem,2,2,915,257,"1,219",,
Salem,3,1,553,193,797,,
Salem,3,2,585,300,917,,
Salem,4,1,606,292,961,,
Salem,4,2,619,380,"1,044",,
Salem,5,1,771,283,"1,103",,
Salem,5,2,526,158,710,,
Salem,6,1,749,300,"1,124",,
Salem,6,2,598,241,880,,
Salem,7,1,529,241,829,,
Salem,7,2,672,309,"1,021",,
Salisbury,-,1,563,403,"1,001",,
Salisbury,-,2,603,446,"1,088",,
Salisbury,-,3,472,442,949,,
Sandisfield,-,1,174,92,269,,
Sandwich,-,1,911,793,"1,753",,
Sandwich,-,2,790,910,"1,750",,
Sandwich,-,3,618,791,"1,454",,
Sandwich,-,4,650,802,"1,494",,
Sandwich,-,5,574,712,"1,330",,
Sandwich,-,6,531,761,"1,333",,
Saugus,-,1,579,353,985,,
Saugus,-,2,521,354,913,,
Saugus,-,3,549,382,993,,
Saugus,-,4,451,386,876,,
Saugus,-,5,587,478,"1,127",,
Saugus,-,6,591,352,988,,
Saugus,-,7,587,488,"1,138",,
Saugus,-,8,582,400,"1,037",,
Saugus,-,9,591,451,"1,099",,
Saugus,-,10,541,339,922,,
Savoy,-,1,137,64,216,,
Scituate,-,1,712,739,"1,512",,
Scituate,-,2,668,725,"1,465",,
Scituate,-,3,724,597,"1,393",,
Scituate,-,4,741,754,"1,568",,
Scituate,-,5,728,643,"1,425",,
Scituate,-,6,758,543,"1,355",,
Seekonk,-,1,494,510,"1,047",,
Seekonk,-,2,623,578,"1,234",,
Seekonk,-,3,531,415,974,,
Seekonk,-,4,495,473,"1,012",,
Sharon,-,1,"1,060",400,"1,516",,
Sharon,-,2,844,412,"1,312",,
Sharon,-,3,"1,012",506,"1,568",,
Sharon,-,4,951,395,"1,408",,
Sharon,-,5,779,477,"1,301",,
Sheffield,-,1,811,310,"1,160",,
Shelburne,-,1,591,174,811,,
Sherborn,-,1,"1,077",894,"2,029",,
Shirley,-,1,"1,115","1,083","2,278",,
Shrewsbury,-,1,810,828,"1,706",,
Shrewsbury,-,2,657,485,"1,210",,
Shrewsbury,-,3,582,406,"1,033",,
Shrewsbury,-,4,658,561,"1,263",,
Shrewsbury,-,5,607,533,"1,206",,
Shrewsbury,-,6,764,619,"1,469",,
Shrewsbury,-,7,721,901,"1,706",,
Shrewsbury,-,8,783,742,"1,621",,
Shrewsbury,-,9,503,415,955,,
Shrewsbury,-,10,681,594,"1,336",,
Shutesbury,-,1,757,121,901,,
Somerset,-,1,766,473,"1,298",,
Somerset,-,2,835,512,"1,415",,
Somerset,-,3,745,497,"1,297",,
Somerset,-,4,683,420,"1,141",,
Somerset,-,5,679,403,"1,134",,
Somerville,1,1,587,101,742,,
Somerville,1,2,668,161,871,,
Somerville,1,3,606,114,763,,
Somerville,2,1,849,90,979,,
Somerville,2,2,"1,024",109,"1,167",,
Somerville,2,3,966,143,"1,132",,
Somerville,3,1,"1,036",91,"1,160",,
Somerville,3,2,"1,034",153,"1,247",,
Somerville,3,3,"1,008",163,"1,201",,
Somerville,4,1,553,147,748,,
Somerville,4,2,671,115,827,,
Somerville,4,3,767,141,950,,
Somerville,5,1,988,157,"1,194",,
Somerville,5,2,"1,088",156,"1,295",,
Somerville,5,3,"1,185",165,"1,399",,
Somerville,6,1,"1,184",176,"1,400",,
Somerville,6,2,"1,197",172,"1,419",,
Somerville,6,3,697,93,836,,
Somerville,7,1,"1,085",172,"1,301",,
Somerville,7,2,904,109,"1,066",,
Somerville,7,3,903,192,"1,147",,
S. Hadley,-,A,741,398,"1,208",,
S. Hadley,-,B,819,506,"1,390",,
S. Hadley,-,C,797,589,"1,453",,
S. Hadley,-,D,589,276,913,,
S. Hadley,-,E,810,574,"1,452",,
Southampton,-,1,"1,381","1,201","2,706",,
Southborough,-,1,742,747,"1,533",,
Southborough,-,2,621,648,"1,297",,
Southborough,-,3,697,679,"1,414",,
Southbridge,-,1,498,255,803,,
Southbridge,-,2,356,226,626,,
Southbridge,-,3,451,300,800,,
Southbridge,-,4,576,483,"1,125",,
Southbridge,-,5,355,126,515,,
Southwick,-,1,510,822,"1,401",,
Southwick,-,2,395,558,"1,003",,
Southwick,-,3,482,645,"1,191",,
Spencer,-,1,468,474,980,,
Spencer,-,2,405,405,860,,
Spencer,-,3,502,562,"1,110",,
Spencer,-,4,474,531,"1,053",,
Springfield,1,A,235,33,359,,
Springfield,1,B,375,45,484,,
Springfield,1,C,227,32,308,,
Springfield,1,D,279,42,387,,
Springfield,1,E,330,45,431,,
Springfield,1,F,267,30,403,,
Springfield,1,G,309,53,401,,
Springfield,1,H,342,38,420,,
Springfield,2,A,262,54,354,,
Springfield,2,B,519,147,718,,
Springfield,2,C,332,74,447,,
Springfield,2,D,411,123,584,,
Springfield,2,E,398,157,603,,
Springfield,2,F,380,119,544,,
Springfield,2,G,496,186,753,,
Springfield,2,H,446,156,641,,
Springfield,3,A,243,50,312,,
Springfield,3,B,214,34,317,,
Springfield,3,C,176,45,256,,
Springfield,3,D,249,28,319,,
Springfield,3,E,208,29,275,,
Springfield,3,F,204,58,301,,
Springfield,3,G,187,34,247,,
Springfield,3,H,248,55,328,,
Springfield,4,A,388,58,486,,
Springfield,4,B,405,38,510,,
Springfield,4,C,272,17,325,,
Springfield,4,D,300,23,361,,
Springfield,4,E,299,26,350,,
Springfield,4,F,116,12,142,,
Springfield,4,G,413,37,501,,
Springfield,4,H,330,19,387,,
Springfield,5,A,412,49,505,,
Springfield,5,B,457,116,620,,
Springfield,5,C,367,127,534,,
Springfield,5,D,501,242,805,,
Springfield,5,E,523,105,695,,
Springfield,5,F,516,149,758,,
Springfield,5,G,526,316,894,,
Springfield,5,H,443,214,714,,
Springfield,6,A,314,112,451,,
Springfield,6,B,445,155,663,,
Springfield,6,C,405,162,608,,
Springfield,6,D,553,275,895,,
Springfield,6,E,306,79,410,,
Springfield,6,F,310,80,405,,
Springfield,6,G,357,128,518,,
Springfield,6,H,468,207,743,,
Springfield,7,A,502,236,790,,
Springfield,7,B,665,329,"1,088",,
Springfield,7,C,591,311,"1,002",,
Springfield,7,D,511,262,858,,
Springfield,7,E,319,127,480,,
Springfield,7,F,560,337,981,,
Springfield,7,G,614,378,"1,074",,
Springfield,7,H,292,122,457,,
Springfield,8,A,447,165,651,,
Springfield,8,B,398,118,561,,
Springfield,8,C,436,96,585,,
Springfield,8,D,230,61,312,,
Springfield,8,E,250,76,361,,
Springfield,8,F,360,145,553,,
Springfield,8,G,413,158,614,,
Springfield,8,H,383,110,536,,
Sterling,-,1,762,"1,010","1,850",,
Sterling,-,2,722,"1,029","1,820",,
Stockbridge,-,1,675,197,924,,
Stoneham,-,1,752,376,"1,175",,
Stoneham,-,2,837,444,"1,332",,
Stoneham,-,3,868,578,"1,521",,
Stoneham,-,4,703,489,"1,241",,
Stoneham,-,5,746,581,"1,386",,
Stoneham,-,6,748,535,"1,355",,
Stoneham,-,7,733,443,"1,227",,
Stoughton,-,1,727,459,"1,243",,
Stoughton,-,2,663,439,"1,153",,
Stoughton,-,3,716,432,"1,206",,
Stoughton,-,4,775,674,"1,523",,
Stoughton,-,5,556,356,966,,
Stoughton,-,6,945,510,"1,516",,
Stoughton,-,7,637,378,"1,049",,
Stoughton,-,8,478,252,781,,
Stow,-,1,924,713,"1,696",,
Stow,-,2,897,576,"1,523",,
Sturbridge,-,1,551,590,"1,188",,
Sturbridge,-,2,571,661,"1,279",,
Sturbridge,-,3,534,598,"1,179",,
Sudbury,-,1,636,453,"1,116",,
Sudbury,-,1A,203,196,411,,
Sudbury,-,2,897,517,"1,456",,
Sudbury,-,3,882,607,"1,556",,
Sudbury,-,4,972,550,"1,570",,
Sudbury,-,5,826,585,"1,462",,
Sunderland,-,1,880,290,"1,232",,
Sutton,-,1,551,828,"1,436",,
Sutton,-,2,480,720,"1,246",,
Sutton,-,3,489,703,"1,263",,
Swampscott,-,1,581,337,966,,
Swampscott,-,2,711,359,"1,126",,
Swampscott,-,3,610,275,928,,
Swampscott,-,4,779,411,"1,246",,
Swampscott,-,5,630,421,"1,121",,
Swampscott,-,6,728,474,"1,279",,
Swansea,-,1,497,433,961,,
Swansea,-,2,506,342,877,,
Swansea,-,3,505,344,874,,
Swansea,-,4,456,429,914,,
Swansea,-,5,471,429,922,,
Taunton,1,A,487,227,775,,
Taunton,1,B,581,481,"1,155",,
Taunton,2,A,274,102,404,,
Taunton,2,B,425,204,687,,
Taunton,3,A,525,255,872,,
Taunton,3,B,618,411,"1,094",,
Taunton,4,A,527,484,"1,088",,
Taunton,4,B,575,382,"1,021",,
Taunton,5,A,454,222,726,,
Taunton,5,B,475,187,724,,
Taunton,6,A,336,190,581,,
Taunton,6,B,575,263,897,,
Taunton,7,A,670,421,"1,182",,
Taunton,7,B,635,564,"1,287",,
Taunton,8,A,589,459,"1,137",,
Taunton,8,B,677,511,"1,278",,
Templeton,-,A,456,523,"1,023",,
Templeton,-,B,429,442,906,,
Templeton,-,C,403,375,805,,
Tewksbury,-,1,668,633,"1,341",,
Tewksbury,-,1A,721,679,"1,463",,
Tewksbury,-,2,763,584,"1,403",,
Tewksbury,-,2A,607,577,"1,231",,
Tewksbury,-,3,713,802,"1,556",,
Tewksbury,-,3A,737,731,"1,518",,
Tewksbury,-,4,786,606,"1,448",,
Tewksbury,-,4A,785,608,"1,452",,
Tisbury,-,1,"1,180",422,"1,657",,
Tolland,-,1,68,126,199,,
Topsfield,-,1,"1,481","1,574","3,183",,
Townsend,-,1,466,623,"1,123",,
Townsend,-,2,467,548,"1,053",,
Townsend,-,3,477,606,"1,129",,
Truro,-,1,808,287,"1,120",,
Tyngsborough,-,1,559,533,"1,128",,
Tyngsborough,-,2,499,564,"1,096",,
Tyngsborough,-,3,537,510,"1,080",,
Tyngsborough,-,4,554,619,"1,217",,
Tyringham,-,1,132,44,189,,
Upton,-,1,668,801,"1,532",,
Upton,-,2,584,796,"1,455",,
Uxbridge,-,1,561,712,"1,342",,
Uxbridge,-,2,566,561,"1,196",,
Uxbridge,-,3,479,648,"1,179",,
Uxbridge,-,4,550,703,"1,330",,
Wakefield,-,1,847,737,"1,671",,
Wakefield,-,2,696,493,"1,249",,
Wakefield,-,3,831,614,"1,511",,
Wakefield,-,4,847,611,"1,526",,
Wakefield,-,5,929,628,"1,618",,
Wakefield,-,6,921,635,"1,632",,
Wakefield,-,7,860,664,"1,588",,
Wales,-,1,295,343,678,,
Walpole,-,1,623,540,"1,213",,
Walpole,-,2,672,712,"1,462",,
Walpole,-,3,703,607,"1,379",,
Walpole,-,4,640,577,"1,279",,
Walpole,-,5,539,558,"1,168",,
Walpole,-,6,679,720,"1,476",,
Walpole,-,7,600,691,"1,370",,
Walpole,-,8,592,767,"1,425",,
Waltham,1,1,781,466,"1,300",,
Waltham,1,2,804,471,"1,327",,
Waltham,2,1,813,394,"1,266",,
Waltham,2,2,505,199,726,,
Waltham,3,1,803,564,"1,430",,
Waltham,3,2,802,439,"1,301",,
Waltham,4,1,787,489,"1,343",,
Waltham,4,2,196,87,294,,
Waltham,5,1,697,327,"1,083",,
Waltham,5,2,525,182,734,,
Waltham,6,1,671,243,967,,
Waltham,6,2,437,161,621,,
Waltham,7,1,714,391,"1,169",,
Waltham,7,2,284,76,375,,
Waltham,8,1,551,162,749,,
Waltham,8,2,615,250,898,,
Waltham,9,1,428,123,581,,
Waltham,9,2,447,130,607,,
Ware,-,A,508,309,868,,
Ware,-,B,483,406,937,,
Ware,-,C,592,588,"1,240",,
Wareham,-,1,632,496,"1,173",,
Wareham,-,2,711,533,"1,278",,
Wareham,-,3,667,616,"1,338",,
Wareham,-,4,616,494,"1,148",,
Wareham,-,5,653,621,"1,311",,
Wareham,-,6,461,464,942,,
Warren,-,A,544,586,"1,188",,
Warren,-,B,221,174,417,,
Warwick,-,1,249,96,359,,
Washington,-,1,173,65,245,,
Watertown,-,1,552,205,787,,
Watertown,-,2,650,184,857,,
Watertown,-,3,852,204,"1,089",,
Watertown,-,4,906,221,"1,161",,
Watertown,-,5,669,176,882,,
Watertown,-,6,621,209,855,,
Watertown,-,7,806,305,"1,163",,
Watertown,-,8,795,276,"1,120",,
Watertown,-,9,563,195,775,,
Watertown,-,10,785,369,"1,198",,
Watertown,-,11,674,252,959,,
Watertown,-,12,630,214,872,,
Wayland,-,1,954,504,"1,508",,
Wayland,-,2,910,445,"1,410",,
Wayland,-,3,877,432,"1,349",,
Wayland,-,4,916,662,"1,634",,
Webster,-,1,413,298,756,,
Webster,-,2,276,193,496,,
Webster,-,3,435,372,840,,
Webster,-,4,552,747,"1,375",,
Webster,-,5,523,437,998,,
Wellesley,-,A,870,607,"1,533",,
Wellesley,-,B,"1,000",583,"1,648",,
Wellesley,-,C,686,880,"1,647",,
Wellesley,-,D,"1,051",593,"1,723",,
Wellesley,-,E,767,552,"1,388",,
Wellesley,-,F,539,443,"1,026",,
Wellesley,-,G,508,201,744,,
Wellesley,-,H,819,637,"1,522",,
Wellfleet,-,1,"1,173",468,"1,686",,
Wendell,-,1,339,59,419,,
Wenham,-,1,793,858,"1,712",,
W. Boylston,-,1,658,678,"1,398",,
W. Boylston,-,2,808,888,"1,767",,
W. Bridgewater,-,1,623,757,"1,444",,
W. Bridgewater,-,2,615,735,"1,421",,
W. Brookfield,-,1,700,674,"1,432",,
W. Newbury,-,1,"1,051","1,037","2,161",,
W. Springfield,-,1,218,118,356,,
W. Springfield,-,2,313,220,557,,
W. Springfield,-,3,487,398,924,,
W. Springfield,-,4,590,434,"1,119",,
W. Springfield,-,5,796,760,"1,675",,
W. Springfield,-,6,669,659,"1,457",,
W. Springfield,-,7,690,783,"1,601",,
W. Springfield,-,8,410,326,783,,
W. Stockbridge,-,1,513,123,677,,
W. Tisbury,-,1,"1,112",286,"1,437",,
Westborough,-,1,515,369,922,,
Westborough,-,2,518,423,978,,
Westborough,-,3,709,513,"1,272",,
Westborough,-,4,797,754,"1,598",,
Westborough,-,5,799,847,"1,693",,
Westfield,1,A,610,597,"1,292",,
Westfield,1,B,563,490,"1,129",,
Westfield,2,A,366,177,568,,
Westfield,2,B,454,371,884,,
Westfield,3,A,300,177,522,,
Westfield,3,B,556,487,"1,112",,
Westfield,4,A,268,222,528,,
Westfield,4,B,762,722,"1,588",,
Westfield,5,A,703,728,"1,516",,
Westfield,5,B,592,771,"1,439",,
Westfield,6,A,582,603,"1,265",,
Westfield,6,B,438,480,971,,
Westford,-,1,824,801,"1,685",,
Westford,-,2,795,709,"1,555",,
Westford,-,3,804,756,"1,614",,
Westford,-,4,814,658,"1,530",,
Westford,-,5,796,706,"1,558",,
Westford,-,6,703,612,"1,361",,
Westhampton,-,1,496,294,828,,
Westminster,-,1,657,750,"1,457",,
Westminster,-,2,709,850,"1,628",,
Weston,-,1,746,512,"1,291",,
Weston,-,2,608,491,"1,137",,
Weston,-,3,549,499,"1,082",,
Weston,-,4,623,563,"1,221",,
Westport,-,A,563,377,985,,
Westport,-,B,722,563,"1,331",,
Westport,-,C,543,343,927,,
Westport,-,D,555,377,978,,
Westport,-,E,713,529,"1,283",,
Westwood,-,1,881,833,"1,789",,
Westwood,-,2,869,810,"1,780",,
Westwood,-,3,883,817,"1,790",,
Westwood,-,4,686,772,"1,533",,
Weymouth,-,1,626,446,"1,110",,
Weymouth,-,2,711,539,"1,319",,
Weymouth,-,3,735,538,"1,340",,
Weymouth,-,4,600,512,"1,156",,
Weymouth,-,5,579,306,922,,
Weymouth,-,6,750,487,"1,296",,
Weymouth,-,7,557,425,"1,021",,
Weymouth,-,8,620,394,"1,069",,
Weymouth,-,9,700,562,"1,317",,
Weymouth,-,10,511,316,864,,
Weymouth,-,11,592,448,"1,104",,
Weymouth,-,12,688,507,"1,258",,
Weymouth,-,13,456,277,772,,
Weymouth,-,14,484,356,875,,
Weymouth,-,15,683,503,"1,250",,
Weymouth,-,16,699,607,"1,373",,
Weymouth,-,17,472,351,850,,
Weymouth,-,18,713,631,"1,420",,
Whately,-,1,487,230,748,,
Whitman,-,1,775,621,"1,459",,
Whitman,-,2,588,567,"1,198",,
Whitman,-,3,625,604,"1,271",,
Whitman,-,4,644,591,"1,277",,
Wilbraham,-,A,725,694,"1,497",,
Wilbraham,-,B,720,690,"1,513",,
Wilbraham,-,C,631,767,"1,494",,
Wilbraham,-,D,745,805,"1,660",,
Williamsburg,-,1,943,273,"1,257",,
Williamstown,-,1,804,223,"1,068",,
Williamstown,-,2,374,47,431,,
Williamstown,-,3,811,185,"1,025",,
Wilmington,-,1,808,663,"1,529",,
Wilmington,-,2,765,667,"1,500",,
Wilmington,-,3,664,678,"1,397",,
Wilmington,-,4,779,734,"1,595",,
Wilmington,-,5,808,627,"1,500",,
Wilmington,-,6,815,670,"1,541",,
Winchendon,-,1,317,325,669,,
Winchendon,-,1A,115,88,213,,
Winchendon,-,2,416,492,946,,
Winchendon,-,3,447,475,953,,
Winchester,-,1,767,422,"1,226",,
Winchester,-,2,634,345,"1,010",,
Winchester,-,3,901,428,"1,367",,
Winchester,-,4,799,529,"1,377",,
Winchester,-,5,635,563,"1,240",,
Winchester,-,6,663,582,"1,290",,
Winchester,-,7,736,570,"1,349",,
Winchester,-,8,566,323,925,,
Windsor,-,1,215,105,329,,
Winthrop,-,1,767,392,"1,219",,
Winthrop,-,2,674,360,"1,077",,
Winthrop,-,3,688,306,"1,036",,
Winthrop,-,4,647,315,"1,012",,
Winthrop,-,5,755,369,"1,199",,
Winthrop,-,6,629,325,993,,
Woburn,1,1,515,302,832,,
Woburn,1,2,644,376,"1,061",,
Woburn,2,1,636,355,"1,028",,
Woburn,2,2,447,191,667,,
Woburn,3,1,529,378,958,,
Woburn,3,2,674,520,"1,264",,
Woburn,4,1,633,438,"1,124",,
Woburn,4,2,554,325,925,,
Woburn,5,1,533,324,889,,
Woburn,5,2,661,464,"1,165",,
Woburn,6,1,343,182,541,,
Woburn,6,2,530,421,995,,
Woburn,7,1,676,568,"1,296",,
Woburn,7,2,628,470,"1,153",,
Worcester,1,1,870,528,"1,467",,
Worcester,1,2,852,594,"1,519",,
Worcester,1,3,459,387,889,,
Worcester,1,4,901,446,"1,424",,
Worcester,1,5,656,426,"1,142",,
Worcester,2,1,734,445,"1,256",,
Worcester,2,2,778,452,"1,295",,
Worcester,2,3,666,430,"1,160",,
Worcester,2,4,625,184,839,,
Worcester,2,5,350,75,465,,
Worcester,3,1,516,249,812,,
Worcester,3,2,173,56,238,,
Worcester,3,3,417,205,643,,
Worcester,3,4,314,83,417,,
Worcester,3,5,504,233,770,,
Worcester,4,1,352,89,475,,
Worcester,4,2,404,187,627,,
Worcester,4,3,313,64,404,,
Worcester,4,4,406,233,682,,
Worcester,4,5,573,272,908,,
Worcester,5,1,410,138,570,,
Worcester,5,2,590,282,913,,
Worcester,5,3,656,452,"1,189",,
Worcester,5,4,613,380,"1,047",,
Worcester,5,5,643,342,"1,067",,
Worcester,6,1,248,66,332,,
Worcester,6,2,368,130,523,,
Worcester,6,3,383,157,579,,
Worcester,6,4,227,119,358,,
Worcester,6,5,503,254,815,,
Worcester,7,1,692,278,"1,029",,
Worcester,7,2,399,177,610,,
Worcester,7,3,604,263,920,,
Worcester,7,4,586,290,914,,
Worcester,7,5,592,345,996,,
Worcester,8,1,244,87,352,,
Worcester,8,2,225,67,304,,
Worcester,8,3,258,33,305,,
Worcester,8,4,406,101,550,,
Worcester,8,5,287,126,429,,
Worcester,9,1,658,270,992,,
Worcester,9,2,851,351,"1,284",,
Worcester,9,3,529,288,861,,
Worcester,9,4,763,460,"1,299",,
Worcester,9,5,754,473,"1,289",,
Worcester,10,1,309,127,460,,
Worcester,10,2,328,92,436,,
Worcester,10,3,377,54,474,,
Worcester,10,4,236,51,300,,
Worcester,10,5,295,32,350,,
Worthington,-,1,379,183,595,,
Wrentham,-,1,635,831,"1,547",,
Wrentham,-,2,588,905,"1,557",,
Wrentham,-,3,706,754,"1,514",,
Yarmouth,-,1,857,751,"1,654",,
Yarmouth,-,2,812,782,"1,650",,
Yarmouth,-,3,593,475,"1,096",,
Yarmouth,-,4,744,655,"1,436",,
Yarmouth,-,5,603,560,"1,198",,
Yarmouth,-,6,661,528,"1,229",,
Yarmouth,-,7,955,924,"1,933",,
TOTALS,,,"1,289,944","791,950","2,186,789",,
